EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
4He_18.inp                                                              
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  4);   avgA =   4.000; amuM=  4.003; avgM=  3.728
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
   4.415  0.983  0.92  240.77 -100.00   79.16    0.00  -20.84 1.088E+01

   5.766 18.000  2.51    0.00 -100.00   85.65    0.00  -14.35  1.000
   4.450  1.017  0.84    0.00 -100.00   76.64    0.00  -23.36 1.059E+01

   5.766 18.000  2.53    0.00 -100.00   84.21    0.00  -15.79  1.000
   4.482  1.050  0.76    0.00 -100.00   74.64    0.00  -25.36 9.727E+00

   5.766 18.000  2.55    0.00 -100.00   83.16    0.00  -16.84  1.000
   4.513  1.083  0.68    0.00 -100.00   73.18    0.00  -26.82 8.436E+00

   5.766 18.000  2.56    0.00 -100.00   82.46    0.00  -17.54  1.000
   4.543  1.117  0.61    0.00 -100.00   72.19    0.00  -27.81 6.978E+00

   5.766 18.000  2.58    0.00 -100.00   82.04    0.00  -17.96  1.000
   4.570  1.150  0.54    0.00 -100.00   71.59    0.00  -28.41 5.611E+00

   5.766 18.000  2.59    0.00 -100.00   81.81    0.00  -18.19  1.000
   4.597  1.183  0.48    0.00 -100.00   71.25    0.00  -28.75 4.443E+00

   5.766 18.000  2.61    0.00 -100.00   81.68    0.00  -18.32  1.000
   4.623  1.217  0.42    0.00 -100.00   71.07    0.00  -28.93 3.514E+00

   5.766 18.000  2.62    0.00 -100.00   81.58    0.00  -18.42  1.000
   4.648  1.250  0.36    0.00 -100.00   70.94    0.00  -29.06 2.802E+00

   5.766 18.000  2.64    0.00 -100.00   81.45    0.00  -18.55  1.000
   4.671  1.283  0.30    0.00 -100.00   70.77    0.00  -29.23 2.261E+00

   5.766 18.000  2.65    0.00 -100.00   81.23    0.00  -18.77  1.000
   4.694  1.317  0.24    0.00 -100.00   70.48    0.00  -29.52 1.849E+00

   5.766 18.000  2.66    0.00 -100.00   80.86    0.00  -19.14  1.000
   4.715  1.350  0.19    0.00 -100.00   70.00    0.00  -30.00 1.534E+00

   5.766 18.000  2.67    0.00 -100.00   80.26    0.00  -19.74  1.000
   4.736  1.383  0.14    0.00 -100.00   69.22    0.00  -30.78 1.292E+00

   5.766 18.000  2.68    0.00 -100.00   79.25    0.00  -20.75  1.000
   4.756  1.417  0.09    0.00 -100.00   67.90    0.00  -32.10 1.100E+00

   5.766 18.000  2.70    0.00 -100.00   77.37    0.00  -22.63  1.000
   4.775  1.450  0.04    0.00 -100.00   65.41    0.00  -34.59 9.481E-01

   5.766 18.000  2.71    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.794  1.483 -0.00    0.00 -100.00   68.79    0.00  -31.21 4.029E-01

   5.766 18.000  2.72    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.812  1.517 -0.04    0.00 -100.00   68.80    0.00  -31.20 3.236E-01

   5.766 18.000  2.73    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.829  1.550 -0.09    0.00 -100.00   68.81    0.00  -31.19 2.621E-01

   5.766 18.000  2.73    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.845  1.583 -0.13    0.00 -100.00   68.82    0.00  -31.18 2.140E-01

   5.766 18.000  2.74    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.861  1.617 -0.17    0.00 -100.00   68.82    0.00  -31.18 1.762E-01

   5.766 18.000  2.75    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.877  1.650 -0.20    0.00 -100.00   68.83    0.00  -31.17 1.463E-01

   5.766 18.000  2.76    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.892  1.683 -0.24    0.00 -100.00   68.83    0.00  -31.17 1.221E-01

   5.766 18.000  2.77    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.906  1.717 -0.28    0.00 -100.00   68.84    0.00  -31.16 1.028E-01

   5.766 18.000  2.78    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.920  1.750 -0.31    0.00 -100.00   68.84    0.00  -31.16 8.693E-02

   5.766 18.000  2.78    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.934  1.783 -0.34    0.00 -100.00   68.84    0.00  -31.16 7.404E-02

   5.766 18.000  2.79    0.00 -100.00   80.06    0.00  -19.94  1.000
   4.947  1.816 -0.37    0.00 -100.00   68.84    0.00  -31.16 6.339E-02

   5.766 18.000  2.80    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.960  1.850 -0.41    0.00 -100.00   68.84    0.00  -31.16 5.456E-02

   5.766 18.000  2.81    0.00 -100.00   80.05    0.00  -19.95  1.000
   4.972  1.883 -0.44    0.00 -100.00   68.84    0.00  -31.16 4.720E-02

   5.766 18.000  2.81    0.00 -100.00   80.04    0.00  -19.96  1.000
   4.984  1.917 -0.46    0.00 -100.00   68.83    0.00  -31.17 4.100E-02

   5.766 18.000  2.82    0.00 -100.00   80.04    0.00  -19.96  1.000
   4.995  1.950 -0.49    0.00 -100.00   68.82    0.00  -31.18 3.583E-02

   5.766 18.000  2.83    0.00 -100.00   80.03    0.00  -19.97  1.000
   5.007  1.983 -0.52    0.00 -100.00   68.82    0.00  -31.18 3.140E-02

   5.766 18.000  2.83    0.00 -100.00   80.02    0.00  -19.98  1.000
   5.018  2.017 -0.55    0.00 -100.00   68.81    0.00  -31.19 2.766E-02

   5.766 18.000  2.84    0.00 -100.00   80.01    0.00  -19.99  1.000
   5.028  2.050 -0.57    0.00 -100.00   68.80    0.00  -31.20 2.445E-02

   5.766 18.000  2.84    0.00 -100.00   80.00    0.00  -20.00  1.000
   5.038  2.083 -0.60    0.00 -100.00   68.78    0.00  -31.22 2.170E-02

   5.766 18.000  2.85    0.00 -100.00   79.99    0.00  -20.01  1.000
   5.049  2.117 -0.62    0.00 -100.00   68.77    0.00  -31.23 1.931E-02

   5.766 18.000  2.85    0.00 -100.00   79.98    0.00  -20.02  1.000
   5.058  2.150 -0.65    0.00 -100.00   68.76    0.00  -31.24 1.726E-02

   5.766 18.000  2.86    0.00 -100.00   79.96    0.00  -20.04  1.000
   5.068  2.183 -0.67    0.00 -100.00   68.74    0.00  -31.26 1.547E-02

   5.766 18.000  2.87    0.00 -100.00   79.95    0.00  -20.05  1.000
   5.077  2.217 -0.69    0.00 -100.00   68.72    0.00  -31.28 1.390E-02

   5.766 18.000  2.87    0.00 -100.00   79.93    0.00  -20.07  1.000
   5.086  2.250 -0.71    0.00 -100.00   68.70    0.00  -31.30 1.253E-02

   5.766 18.000  2.88    0.00 -100.00   79.91    0.00  -20.09  1.000
   5.095  2.283 -0.74    0.00 -100.00   68.68    0.00  -31.32 1.134E-02

   5.766 18.000  2.88    0.00 -100.00   79.89    0.00  -20.11  1.000
   5.103  2.317 -0.76    0.00 -100.00   68.65    0.00  -31.35 1.028E-02

   5.766 18.000  2.89    0.00 -100.00   79.87    0.00  -20.13  1.000
   5.112  2.350 -0.78    0.00 -100.00   68.62    0.00  -31.38 9.347E-03

   5.766 18.000  2.89    0.00 -100.00   79.84    0.00  -20.16  1.000
   5.120  2.383 -0.80    0.00 -100.00   68.60    0.00  -31.40 8.521E-03

   5.766 18.000  2.89    0.00 -100.00   79.82    0.00  -20.18  1.000
   5.128  2.417 -0.82    0.00 -100.00   68.57    0.00  -31.43 7.777E-03

   5.766 18.000  2.90    0.00 -100.00   79.79    0.00  -20.21  1.000
   5.135  2.450 -0.84    0.00 -100.00   68.53    0.00  -31.47 7.123E-03

   5.766 18.000  2.90    0.00 -100.00   79.76    0.00  -20.24  1.000
   5.143  2.483 -0.85    0.00 -100.00   68.50    0.00  -31.50 6.540E-03

   5.766 18.000  2.91    0.00 -100.00   79.73    0.00  -20.27  1.000
   5.150  2.516 -0.87    0.00 -100.00   68.46    0.00  -31.54 6.012E-03

   5.766 18.000  2.91    0.00 -100.00   79.70    0.00  -20.30  1.000
   5.158  2.550 -0.89    0.00 -100.00   68.42    0.00  -31.58 5.539E-03

   5.766 18.000  2.91    0.00 -100.00   79.67    0.00  -20.33  1.000
   5.165  2.583 -0.91    0.00 -100.00   68.37    0.00  -31.63 5.116E-03

   5.766 18.000  2.92    0.00 -100.00   79.63    0.00  -20.37  1.000
   5.172  2.616 -0.92    0.00 -100.00   68.32    0.00  -31.68 4.731E-03

   5.766 18.000  2.92    0.00 -100.00   79.59    0.00  -20.41  1.000
   5.178  2.650 -0.94    0.00 -100.00   68.27    0.00  -31.73 4.385E-03

   5.766 18.000  2.93    0.00 -100.00   79.54    0.00  -20.46  1.000
   5.185  2.683 -0.96    0.00 -100.00   68.22    0.00  -31.78 4.069E-03

   5.766 18.000  2.93    0.00 -100.00   79.50    0.00  -20.50  1.000
   5.191  2.716 -0.97    0.00 -100.00   68.16    0.00  -31.84 3.784E-03

   5.766 18.000  2.93    0.00 -100.00   79.45    0.00  -20.55  1.000
   5.198  2.750 -0.99    0.00 -100.00   68.10    0.00  -31.90 3.524E-03

   5.766 18.000  2.94    0.00 -100.00   79.40    0.00  -20.60  1.000
   5.204  2.783 -1.00    0.00 -100.00   68.03    0.00  -31.97 3.289E-03

   5.766 18.000  2.94    0.00 -100.00   79.34    0.00  -20.66  1.000
   5.210  2.817 -1.02    0.00 -100.00   67.96    0.00  -32.04 3.070E-03

   5.766 18.000  2.94    0.00 -100.00   79.28    0.00  -20.72  1.000
   5.215  2.850 -1.03    0.00 -100.00   67.88    0.00  -32.12 2.875E-03

   5.766 18.000  2.95    0.00 -100.00   79.22    0.00  -20.78  1.000
   5.221  2.883 -1.04    0.00 -100.00   67.80    0.00  -32.20 2.693E-03

   5.766 18.000  2.95    0.00 -100.00   79.15    0.00  -20.85  1.000
   5.227  2.917 -1.06    0.00 -100.00   67.71    0.00  -32.29 2.525E-03

   5.766 18.000  2.95    0.00 -100.00   79.07    0.00  -20.93  1.000
   5.233  2.950 -1.07    0.00 -100.00   67.61    0.00  -32.39 2.373E-03

   5.766 18.000  2.96    0.00 -100.00   78.99    0.00  -21.01  1.000
   5.238  2.983 -1.08    0.00 -100.00   67.51    0.00  -32.49 2.233E-03

   5.766 18.000  2.96    0.00 -100.00   78.91    0.00  -21.09  1.000
   5.243  3.016 -1.10    0.00 -100.00   67.40    0.00  -32.60 2.103E-03

   5.766 18.000  2.96    0.00 -100.00   78.82    0.00  -21.18  1.000
   5.248  3.050 -1.11    0.00 -100.00   67.29    0.00  -32.71 1.984E-03

   5.766 18.000  2.97    0.00 -100.00   78.72    0.00  -21.28  1.000
   5.253  3.083 -1.12    0.00 -100.00   67.16    0.00  -32.84 1.873E-03

   5.766 18.000  2.97    0.00 -100.00   78.62    0.00  -21.38  1.000
   5.259  3.116 -1.14    0.00 -100.00   67.03    0.00  -32.97 1.771E-03

   5.766 18.000  2.97    0.00 -100.00   78.51    0.00  -21.49  1.000
   5.263  3.150 -1.15    0.00 -100.00   66.88    0.00  -33.12 1.676E-03

   5.766 18.000  2.97    0.00 -100.00   78.39    0.00  -21.61  1.000
   5.268  3.183 -1.16    0.00 -100.00   66.73    0.00  -33.27 1.587E-03

   5.766 18.000  2.98    0.00 -100.00   78.26    0.00  -21.74  1.000
   5.273  3.216 -1.17    0.00 -100.00   66.56    0.00  -33.44 1.506E-03

   5.766 18.000  2.98    0.00 -100.00   78.12    0.00  -21.88  1.000
   5.278  3.250 -1.18    0.00 -100.00   66.38    0.00  -33.62 1.428E-03

   5.766 18.000  2.98    0.00 -100.00   77.97    0.00  -22.03  1.000
   5.282  3.283 -1.19    0.00 -100.00   66.19    0.00  -33.81 1.358E-03

   5.766 18.000  2.98    0.00 -100.00   77.80    0.00  -22.20  1.000
   5.287  3.317 -1.20    0.00 -100.00   65.97    0.00  -34.03 1.291E-03

   5.766 18.000  2.99    0.00 -100.00   77.63    0.00  -22.37  1.000
   5.291  3.350 -1.21    0.00 -100.00   65.75    0.00  -34.25 1.230E-03

   5.766 18.000  2.99    0.00 -100.00   77.44    0.00  -22.56  1.000
   5.295  3.383 -1.22    0.00 -100.00   65.50    0.00  -34.50 1.172E-03

   5.766 18.000  2.99    0.00 -100.00   77.23    0.00  -22.77  1.000
   5.299  3.417 -1.24    0.00 -100.00   65.23    0.00  -34.77 1.117E-03

   5.766 18.000  2.99    0.00 -100.00   77.01    0.00  -22.99  1.000
   5.304  3.450 -1.25    0.00 -100.00   64.94    0.00  -35.06 1.067E-03

   5.766 18.000  3.00    0.00 -100.00   76.77    0.00  -23.23  1.000
   5.308  3.483 -1.26    0.00 -100.00   64.62    0.00  -35.38 1.019E-03

   5.766 18.000  3.00    0.00 -100.00   76.50    0.00  -23.50  1.000
   5.312  3.517 -1.27    0.00 -100.00   64.27    0.00  -35.73 9.739E-04

   5.766 18.000  3.00    0.00 -100.00   76.21    0.00  -23.79  1.000
   5.316  3.550 -1.27    0.00 -100.00   63.89    0.00  -36.11 9.322E-04

   5.766 18.000  3.00    0.00 -100.00   75.88    0.00  -24.12  1.000
   5.319  3.583 -1.28    0.00 -100.00   63.47    0.00  -36.53 8.923E-04

   5.766 18.000  3.00    0.00 -100.00   75.51    0.00  -24.49  1.000
   5.323  3.617 -1.29    0.00 -100.00   62.99    0.00  -37.01 8.551E-04

   5.766 18.000  3.01    0.00 -100.00   75.11    0.00  -24.89  1.000
   5.327  3.650 -1.30    0.00 -100.00   62.47    0.00  -37.53 8.203E-04

   5.766 18.000  3.01    0.00 -100.00   74.13    0.00  -25.87  1.000
   5.334  3.716 -1.32    0.00 -100.00   61.19    0.00  -38.81 7.559E-04

   5.766 18.000  3.01    0.00 -100.00   73.54    0.00  -26.46  1.000
   5.338  3.749 -1.33    0.00 -100.00   60.41    0.00  -39.59 7.268E-04

   5.766 18.000  3.01    0.00 -100.00   72.82    0.00  -27.18  1.000
   5.341  3.783 -1.34    0.00 -100.00   59.45    0.00  -40.55 6.988E-04

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

